Temperature (°C),Weight (Kg),On/off
14.437,10.28505079,0
14.437,10.29106374,0
14.437,10.28290712,0
14.437,10.2879061,0
14.437,10.2832293,0
14.437,10.28957076,0
14.437,10.29128262,0
14.437,10.27890725,0
14.437,10.28039226,0
14.437,10.2935519,0
14.437,10.29244091,0
14.437,10.27922649,0
14.437,10.29582479,0
14.437,10.28670709,0
14.437,10.26523902,0
14.437,10.2835297,0
14.437,10.28364815,0
14.437,10.28276009,0
14.437,10.28458178,0
14.437,10.27573593,0
14.437,10.28830363,0
14.437,10.2997689,0
14.437,10.29059536,0
14.437,10.29531027,0
14.437,10.29568369,0
14.437,10.29471255,0
14.437,10.28864045,0
14.437,10.31010763,0
14.437,10.30140534,0
14.437,10.30318385,0
14.437,10.29317821,0
14.375,10.29448992,0
14.375,10.27887702,0
14.375,10.28586572,0
14.375,10.28932692,0
14.437,10.28921725,0
14.375,10.30666809,0
14.375,10.29266883,0
14.375,10.29149689,0
14.375,10.29216067,0
14.375,10.29475532,0
14.375,10.29635773,0
14.375,10.29500413,0
14.375,10.29203232,0
14.375,10.29796075,0
14.437,10.29756857,0
14.375,10.29307882,0
14.375,10.29550163,0
14.375,10.28901816,0
14.375,10.29280757,0
14.375,10.29090661,0
14.375,10.29064922,0
14.375,10.27989832,0
14.375,10.27951482,0
14.375,10.2828379,0
14.375,10.27115499,0
14.312,10.29018703,0
14.375,10.27955542,0
14.312,10.29248588,0
14.375,10.27658484,0
14.312,10.27744467,0
14.375,10.27148767,0
14.312,10.29137744,0
14.312,10.29189306,0
14.312,10.28763246,0
14.312,10.29898086,0
14.312,10.28375643,0
14.312,10.2687723,0
14.312,10.27553168,0
14.312,10.28444062,0
14.312,10.27947545,0
14.312,10.27831445,0
14.312,10.27335216,0
14.312,10.28472879,0
14.312,10.28397029,0
14.312,10.28523846,0
14.312,10.2801723,0
14.312,10.2926601,0
14.312,10.29275283,0
14.312,10.2868518,0
14.312,10.28570496,0
14.312,10.29908253,0
14.312,10.29018079,0
14.312,10.3029826,0
14.25,10.28041047,0
14.25,10.30151778,0
14.25,10.2937562,0
14.25,10.30798524,0
14.25,10.2971342,0
14.312,10.30083438,0
14.25,10.30132975,0
14.25,10.2994212,0
14.25,10.28320141,0
14.25,10.28727939,0
14.25,10.29204125,0
14.25,10.294896,0
14.25,10.29462163,0
14.25,10.28805046,0
14.25,10.2944759,0
14.25,10.28983036,0
14.25,10.30139473,0
14.25,10.27272925,0
14.25,10.27089979,0
14.25,10.30187772,0
14.187,10.30130057,0
14.187,10.28945782,0
14.187,10.28823107,0
14.187,10.29313883,0
14.25,10.28275947,0
14.25,10.29931802,0
14.25,10.28691012,0
14.187,10.29293585,0
14.187,10.280775,0
14.187,10.29076902,0
14.187,10.28702767,0
14.187,10.27847725,0
14.187,10.29411279,0
14.187,10.30081132,0
14.187,10.27905736,0
14.187,10.30220388,0
14.187,10.29794576,0
14.187,10.28105561,0
14.187,10.29794093,0
14.187,10.29084464,0
14.187,10.29614803,0
14.125,10.27897483,0
14.187,10.29725939,0
14.187,10.28604076,0
14.187,10.28161096,0
14.125,10.27932431,0
14.125,10.27305633,0
14.125,10.27745158,0
14.125,10.28271867,0
14.125,10.28986918,0
14.125,10.293316,0
14.125,10.28040806,0
14.125,10.27893376,0
14.125,10.28976317,0
14.125,10.2804687,0
14.125,10.29210244,0
14.125,10.30039892,0
14.125,10.29990963,0
14.125,10.31994746,0
14.125,10.28466951,0
14.125,10.30035763,0
14.125,10.29713303,0
14.125,10.30972219,0
14.062,10.30250237,0
14.062,10.30656149,0
14.062,10.29902387,0
14.062,10.29540246,0
14.062,10.2974448,0
14.062,10.29372713,0
14.062,10.29872511,0
14.062,10.29251881,0
14.062,10.28957306,0
14.062,10.28647738,0
14.062,10.28748518,0
14.062,10.29112368,0
14.062,10.28833773,0
14.062,10.28071247,0
14.062,10.2930901,0
14.062,10.29878698,0
14.062,10.29640109,0
14.062,10.28583692,0
14.062,10.30218919,0
14,10.29100813,0
14.062,10.29479361,0
14.062,10.3058394,0
14,10.30316842,0
14,10.30321302,0
14,10.3011936,0
14,10.3145887,0
14,10.32280392,0
14,10.30875828,0
14,10.30003148,0
14,10.30104348,0
14,10.29780845,0
14,10.29285343,0
14,10.28310203,0
14,10.29504017,0
14,10.32649697,0
14,10.2929709,0
13.937,10.29416347,0
14,10.2842905,0
13.937,10.30882549,0
13.937,10.3348363,0
13.937,10.34331779,0
13.937,10.33961069,0
13.937,10.34963123,0
13.937,10.34147677,0
13.937,10.34087268,0
13.937,10.34649126,0
13.937,10.34444099,0
13.937,10.32856952,0
13.937,10.3205084,0
13.937,10.33421263,0
13.937,10.32919138,0
13.937,10.32039595,0
13.937,10.32565126,0
13.937,10.33432333,0
13.937,10.34339423,0
13.937,10.34454928,0
13.875,10.31993616,0
13.875,10.32838054,0
13.875,10.33592791,0
13.875,10.33554973,0
13.875,10.34209896,0
13.875,10.34376543,0
13.875,10.34327605,0
13.875,10.32931063,0
13.875,10.33534223,0
13.875,10.34699481,0
13.875,10.33835719,0
13.875,10.33787482,0
13.875,10.35081503,0
13.875,10.33858808,0
13.812,10.34071918,0
13.875,10.32700133,0
13.812,10.33614591,0
13.812,10.33351021,0
13.812,10.35561464,0
13.812,10.34655906,0
13.812,10.33871264,0
13.812,10.33545921,0
13.812,10.34137122,0
13.812,10.340744,0
13.812,10.33926964,0
13.812,10.32023385,0
13.812,10.32397153,0
13.812,10.31464374,0
13.812,10.32117462,0
13.812,10.32126137,0
13.75,10.3183248,0
13.75,10.31746892,0
13.75,10.31157707,0
13.75,10.30585603,0
13.75,10.3209605,0
13.75,10.32985379,0
13.75,10.32585122,0
13.75,10.32064624,0
13.75,10.338386,0
13.75,10.31499891,0
13.75,10.32369333,0
13.75,10.33308495,0
13.75,10.30691469,0
13.75,10.31531211,0
13.75,10.31757932,0
13.687,10.32277245,0
13.687,10.32615783,0
13.687,10.31566538,0
13.687,10.31048457,0
13.687,10.30949181,0
13.687,10.30308743,0
13.687,10.31449193,0
13.687,10.30601474,0
13.687,10.29396902,0
13.687,10.30767882,0
13.687,10.30913649,0
13.687,10.30372516,0
13.687,10.30118435,0
13.687,10.30995305,0
13.625,10.31926197,0
13.625,10.30574624,0
13.625,10.31930513,0
13.625,10.29677931,0
13.625,10.29723343,0
13.625,10.3139801,0
13.625,10.30530712,0
13.625,10.31463408,0
13.625,10.31216497,0
13.625,10.31071414,0
13.625,10.30872451,0
13.625,10.30788325,0
13.625,10.31340598,0
13.562,10.31484279,0
13.562,10.31713203,0
13.562,10.31552127,0
13.562,10.32233766,0
13.562,10.3196313,0
13.562,10.31069627,0
13.562,10.29410381,0
13.562,10.30844172,0
13.562,10.31859505,0
13.562,10.3146966,0
13.562,10.33202893,0
13.562,10.3320687,0
13.562,10.30811845,0
13.5,10.31968385,0
13.562,10.30315981,0
13.562,10.30471621,0
13.562,10.31999758,0
13.5,10.31256097,0
13.5,10.31676624,0
13.5,10.32353254,0
13.5,10.30346417,0
13.5,10.30295043,0
13.5,10.31392736,0
13.5,10.30371936,0
13.5,10.31029881,0
13.5,10.30540762,0
13.5,10.314508,0
13.5,10.31613027,0
13.437,10.31717802,0
13.5,10.32244,0
13.5,10.30972182,0
13.437,10.31849689,0
13.5,10.31618801,0
13.437,10.31385916,0
13.437,10.31952337,0
13.437,10.32228212,0
13.437,10.3224652,0
13.437,10.3151824,0
13.437,10.32353166,0
13.437,10.31972848,0
13.437,10.29513932,0
13.437,10.27135652,0
13.437,10.28557197,0
13.437,10.2999898,0
13.437,10.28099122,0
13.375,10.28712171,0
13.437,10.28170273,0
13.375,10.2879606,0
13.437,10.298129,0
13.375,10.28572482,0
13.375,10.28854798,0
13.437,10.30321622,0
13.375,10.29579429,0
13.375,10.29192784,0
13.375,10.29015856,0
13.375,10.2970067,0
13.375,10.27980395,0
13.375,10.2826615,0
13.375,10.29235014,0
13.375,10.28992002,0
13.312,10.41914861,0
13.312,10.23987039,0
13.312,10.30176659,0
13.312,10.30558461,0
13.312,10.28618989,0
13.312,10.28210248,0
13.312,10.30523283,0
13.312,10.31556005,0
13.312,10.31199611,0
13.25,10.32654642,0
13.25,10.31671434,0
13.312,10.32092479,0
13.25,10.32194482,0
13.25,10.32473674,0
13.25,10.32386548,0
13.25,10.3271215,0
13.25,10.32999582,0
13.25,10.31951942,0
13.25,10.32415695,0
13.25,10.3216162,0
13.25,10.32715456,0
13.25,10.31457758,0
13.187,10.33680855,0
13.187,10.33644112,0
13.25,10.33569923,0
13.187,10.34005299,0
13.187,10.3386503,0
13.187,10.33062869,0
13.187,10.32724258,0
13.187,10.31920518,0
13.125,10.3162246,0
13.187,10.33092491,0
13.187,10.31698525,0
13.187,10.32744236,0
13.125,10.31794981,0
13.187,10.3135276,0
13.125,10.32890321,0
13.125,10.32720546,0
13.125,10.32865011,0
13.125,10.32805919,0
13.125,10.33685201,0
13.125,10.32874821,0
13.125,10.323007,0
13.125,10.32428306,0
13.125,10.32087032,0
13.062,10.31727825,0
13.062,10.3131577,0
13.125,10.32276653,0
13.125,10.3134594,0
13.062,10.31331315,0
13.062,10.3214125,0
13.062,10.31409371,0
13.062,10.32373545,0
13.062,10.32256487,0
13.062,10.32197849,0
13.062,10.31498684,0
13,10.30354893,0
13,10.30523752,0
13.062,10.30681986,0
13.062,10.31923001,0
13,10.30383902,0
13,10.31338919,0
13,10.32630151,0
13,10.3061717,0
13,10.31222662,0
13,10.30511778,0
13,10.308461,0
13,10.30771909,0
12.937,10.31736691,0
12.937,10.32508099,0
12.937,10.30749549,0
12.937,10.32134879,0
12.937,10.32099698,0
12.937,10.32989085,0
12.937,10.32396992,0
12.937,10.32340264,0
12.937,10.32387847,0
12.937,10.33369887,0
12.937,10.32424864,0
12.875,10.3206318,0
12.875,10.31816433,0
12.875,10.32858059,0
12.875,10.31952369,0
12.875,10.32388429,0
12.875,10.32099203,0
12.875,10.31143683,0
12.875,10.3145422,0
12.875,10.31227438,0
12.875,10.31676891,0
12.875,10.32158534,0
12.812,10.32303322,0
12.812,10.32123671,0
12.812,10.31333736,0
12.812,10.31700281,0
12.812,10.31285849,0
12.812,10.31897153,0
12.812,10.31330466,0
12.812,10.32964323,0
12.812,10.31278963,0
12.75,10.31300937,0
12.75,10.31237403,0
12.75,10.30836209,0
12.75,10.31344833,0
12.75,10.32293833,0
12.75,10.31937414,0
12.75,10.31653884,0
12.75,10.3084703,0
12.75,10.28992731,0
12.75,10.29046865,0
12.75,10.28346239,0
12.687,10.27519117,0
12.687,10.26818235,0
12.687,10.27074495,0
12.687,10.29868735,0
12.687,10.28151405,0
12.687,10.29912871,0
12.687,10.28810667,0
12.687,10.28025984,0
12.687,10.28256954,0
12.625,10.29251061,0
12.625,10.28673331,0
12.625,10.29208117,0
12.625,10.32505575,0
12.625,10.30599828,0
12.625,10.27663743,0
12.625,10.28357175,0
12.625,10.28278795,0
12.562,10.28864346,0
12.562,10.27945716,0
12.562,10.28462097,0
12.562,10.27883624,0
12.562,10.2937851,0
12.562,10.28409895,0
12.562,10.28899311,0
12.562,10.29760962,0
12.562,10.2857341,0
12.562,10.29193505,0
12.5,10.28773642,0
12.5,10.28503908,0
12.5,10.29028895,0
12.5,10.27924365,0
12.5,10.27997928,0
12.5,10.27030566,0
12.5,10.28366205,0
12.5,10.2803822,0
12.5,10.27723026,0
12.5,10.26682689,0
12.437,10.26605348,0
12.437,10.28321109,0
12.437,10.27232589,0
12.437,10.27566984,0
12.437,10.3010186,0
12.437,10.28749077,0
12.437,10.2861811,0
12.375,10.2865226,0
12.437,10.29924267,0
12.375,10.29613211,0
12.375,10.28914177,0
12.375,10.29957432,0
12.375,10.29286296,0
12.375,10.30008904,0
12.312,10.28445435,0
12.312,10.31281748,0
12.312,10.29904576,0
12.312,10.31110198,0
12.312,10.29047701,0
12.312,10.29294525,0
12.312,10.27471975,0
12.312,10.27372161,0
12.312,10.28737254,0
12.312,10.28321054,0
12.25,10.28441996,0
12.25,10.30729411,0
12.25,10.29647015,0
12.25,10.27557754,0
12.25,10.27557993,0
12.25,10.28852306,0
12.187,10.28337263,0
12.25,10.2975152,0
12.187,10.28864494,0
12.187,10.27025572,0
12.187,10.27357197,0
12.187,10.27433118,0
12.187,10.28028712,0
12.187,10.27921799,0
12.125,10.28865661,0
12.125,10.28510281,0
12.125,10.2907427,0
12.125,10.28916252,0
12.062,10.28261777,0
12.062,10.27213431,0
12.062,10.27333949,0
12.062,10.2816027,0
12.062,10.26970546,0
12.062,10.29634513,0
12.062,10.28675119,0
12.062,10.28076903,0
12.062,10.27485004,0
12.062,10.2854367,0
12.062,10.27125041,0
12,10.27967333,0
12.062,10.28187994,0
12,10.2884222,0
12,10.28154391,0
12,10.29007288,0
12,10.27860962,0
12,10.27457016,0
11.937,10.28209835,0
11.937,10.27317054,0
11.937,10.28106309,0
11.937,10.28440984,0
11.937,10.28322991,0
11.937,10.27917238,0
11.937,10.26981907,0
11.937,10.28123463,0
11.875,10.27887264,0
11.875,10.28718681,0
11.875,10.27765096,0
11.875,10.27018997,0
11.875,10.27318002,0
11.875,10.26486197,0
11.875,10.2775587,0
11.812,10.28988439,0
11.812,10.28050716,0
11.812,10.28650635,0
11.812,10.2874086,0
11.812,10.27606606,0
11.812,10.29151946,0
11.812,10.28916499,0
11.812,10.28243698,0
11.75,10.29032088,0
11.75,10.27602363,0
11.75,10.27932602,0
11.75,10.27914152,0
11.75,10.27820334,0
11.687,10.28595457,0
11.687,10.28697595,0
11.687,10.27021339,0
11.687,10.27964872,0
11.687,10.28820722,0
11.687,10.30204017,0
11.687,10.28290663,0
11.687,10.29178762,0
11.625,10.28339628,0
11.625,10.30467581,0
11.625,10.28247429,0
11.625,10.28112213,0
11.625,10.28106602,0
11.625,10.28024746,0
11.625,10.29416547,0
11.625,10.29462472,0
11.625,10.27069362,0
11.562,10.26595938,0
11.562,10.26571059,0
11.562,10.27885126,0
11.562,10.27260321,0
11.562,10.2771726,0
11.5,10.27689001,0
11.562,10.27155716,0
11.5,10.26701496,0
11.5,10.28533783,0
11.5,10.27802163,0
11.5,10.28877653,0
11.5,10.27880962,0
11.5,10.28276972,0
11.437,10.2866137,0
11.437,10.2926795,0
11.437,10.29870516,0
11.437,10.28774139,0
11.437,10.28821133,0
11.437,10.2884557,0
11.375,10.29831179,0
11.375,10.29239838,0
11.375,10.29607728,0
11.375,10.30006861,0
11.375,10.30070048,0
11.375,10.29467263,0
11.375,10.29560084,0
11.312,10.28877876,0
11.375,10.2887348,0
11.312,10.29403317,0
11.312,10.28804808,0
11.312,10.29705415,0
11.312,10.29828364,0
11.25,10.29531047,0
11.25,10.27412228,0
11.25,10.29953186,0
11.25,10.28137011,0
11.25,10.28635321,0
11.25,10.28993926,0
11.187,10.2870872,0
11.25,10.28049176,0
11.187,10.29754628,0
11.187,10.28877618,0
11.187,10.28235702,0
11.187,10.28317929,0
11.187,10.27650977,0
11.187,10.28229479,0
11.125,10.28509564,0
11.125,10.27810125,0
11.125,10.28315659,0
11.125,10.28357621,0
11.125,10.28372789,0
11.125,10.2774507,0
11.062,10.28470604,0
11.062,10.29117279,0
11.062,10.30410556,0
11.062,10.2871961,0
11.062,10.28716124,0
11.062,10.29116118,0
11.062,10.30510433,0
11.062,10.29336425,0
11,10.30233843,0
11,10.30549994,0
11,10.28917877,0
11,10.29635485,0
11,10.29636029,0
11,10.30475168,0
10.937,10.29640616,0
10.937,10.29917274,0
10.937,10.29534489,0
10.937,10.28613738,0
10.937,10.29030562,0
10.937,10.27407018,0
10.875,10.27571551,0
10.937,10.29195521,0
10.875,10.28209153,0
10.875,10.27910544,0
10.875,10.28223618,0
10.875,10.28702448,0
10.875,10.28966285,0
10.875,10.28543634,0
10.812,10.28657346,0
10.812,10.28658206,0
10.812,10.27823895,0
10.812,10.29404641,0
10.812,10.28677096,0
10.812,10.28064867,0
10.812,10.29006193,0
10.812,10.27877033,0
10.75,10.27844932,0
10.75,10.29033596,0
10.75,10.28834753,0
10.75,10.29193135,0
10.75,10.29179352,0
10.75,10.30177636,0
10.75,10.29194991,0
10.687,10.29064246,0
10.687,10.2896129,0
10.687,10.30586256,0
10.687,10.2956268,0
10.687,10.28988213,0
10.687,10.29588329,0
10.687,10.29908347,0
10.687,10.28582128,0
10.625,10.28556805,0
10.625,10.28472655,0
10.625,10.28278734,0
10.625,10.27337023,0
10.625,10.28865197,0
10.625,10.2988711,0
10.625,10.30591534,0
10.625,10.30169263,0
10.625,10.28294888,0
10.625,10.30073077,0
10.625,10.27618694,0
10.625,10.27976877,0
10.625,10.29020545,0
10.562,10.27501324,0
10.625,10.30187138,0
10.625,10.29187999,0
10.562,10.26128902,0
10.562,10.27309432,0
10.562,10.27670442,0
10.562,10.27663924,0
10.562,10.2809201,0
10.562,10.28453841,0
10.562,10.27583063,0
10.562,10.28802428,0
10.562,10.29158134,0
10.562,10.28501399,0
10.562,10.29394805,0
10.562,10.3046109,0
10.562,10.28635856,0
10.562,10.29990457,0
10.562,10.31173275,0
10.5,10.30589159,0
10.562,10.3040426,0
10.562,10.30379542,0
10.562,10.31851196,0
10.562,10.30754762,0
10.562,10.29544751,0
10.562,10.29778968,0
10.562,10.30362099,0
10.562,10.32804477,0
10.562,10.31358268,0
10.562,10.34585408,0
10.562,10.34028977,0
10.562,10.35765235,0
10.625,10.34380796,0
10.625,10.33315095,0
10.625,10.3122521,0
10.625,10.3362983,0
10.687,10.34409821,0
10.687,10.34094947,0
10.687,10.33450459,0
10.687,10.33353355,0
10.75,10.34137319,0
10.75,10.32987995,0
10.812,10.27154729,0
10.812,10.22831131,1
10.875,10.39999782,1
10.875,10.30864696,1
10.937,10.34998532,1
10.937,10.34048908,1
10.937,10.35570951,1
11,10.34483304,1
11,10.354905,1
11,10.34249936,1
11.062,10.35603884,1
11.062,10.34641768,1
11.125,10.35169864,1
11.125,10.36101053,1
11.125,10.36119462,1
11.125,10.37880481,1
11.187,10.36777157,1
11.187,10.36763374,1
11.187,10.35398852,1
11.25,10.37049722,1
11.25,10.37302072,1
11.25,10.35673308,1
11.312,10.3502512,1
11.312,10.37024296,1
11.312,10.3590636,1
11.375,10.37695806,1
11.375,10.37531946,1
11.375,10.37632633,1
11.437,10.38272055,1
11.437,10.37765589,1
11.437,10.38168307,1
11.437,10.35535474,1
11.5,10.3906857,1
11.5,10.37953211,1
11.5,10.37136731,1
11.562,10.38402214,1
11.562,10.38671174,1
11.562,10.3636962,1
11.562,10.3821137,1
11.625,10.36575125,1
11.625,10.3672351,1
11.625,10.37810637,1
11.625,10.38086353,1
11.687,10.39245066,1
11.687,10.39801748,1
11.687,10.40718717,1
11.687,10.39572656,1
11.75,10.39840956,1
11.75,10.40144463,1
11.75,10.36801745,1
11.75,10.37154331,1
11.812,10.39617596,1
11.812,10.35264219,1
11.812,10.37594069,1
11.875,10.39501927,1
11.875,10.40472325,1
11.875,10.40052692,1
11.875,10.37116985,1
11.937,10.37709749,1
11.937,10.39122374,1
12,10.41000658,1
12,10.40626049,1
12,10.44014711,1
12,10.42447448,1
12.062,10.44507252,1
12.062,10.43815921,1
12.062,10.42820919,1
12.125,10.44534943,1
12.125,10.43749829,1
12.125,10.4493538,1
12.125,10.4464222,1
12.125,10.43679277,1
12.187,10.45757526,1
12.187,10.44719055,1
12.25,10.44762298,1
12.25,10.45883825,1
12.25,10.4395369,1
12.25,10.43328983,1
12.312,10.4408978,1
12.312,10.44607833,1
12.312,10.45003275,1
12.375,10.45256452,1
12.375,10.41582152,1
12.375,10.41534352,1
12.437,10.43612808,1
12.437,10.43585821,1
12.5,10.42615992,1
12.5,10.43889048,1
12.5,10.44801257,1
12.562,10.44319666,1
12.562,10.44758261,1
12.562,10.43686401,1
12.562,10.43648307,1
12.562,10.4261565,1
12.625,10.44602815,1
12.625,10.45364036,1
12.687,10.46162743,1
12.687,10.45826404,1
12.687,10.44993386,1
12.75,10.46373156,1
12.75,10.4587869,1
12.75,10.46730901,1
12.812,10.4679095,1
12.812,10.46138607,1
12.812,10.46903205,1
12.875,10.47214705,1
12.875,10.46220624,1
12.937,10.45830801,1
12.937,10.47143223,1
12.937,10.47784731,1
12.937,10.49878793,1
13,10.49150348,1
13,10.48354142,1
13.062,10.4828377,1
13.062,10.48751889,1
13.062,10.49085976,1
13.062,10.49313085,1
13.125,10.4960291,1
13.125,10.50192867,1
13.187,10.49633525,1
13.187,10.50013232,1
13.187,10.50599822,1
13.25,10.51126932,1
13.25,10.51107025,1
13.25,10.51757611,1
13.312,10.50345812,1
13.312,10.50137022,1
13.312,10.50790098,1
13.375,10.50198424,1
13.375,10.51331083,1
13.375,10.50739944,1
13.375,10.49813863,1
13.437,10.51467886,1
13.437,10.51902733,1
13.437,10.51455548,1
13.5,10.50755703,1
13.5,10.51881333,1
13.562,10.52021879,1
13.562,10.51115739,1
13.562,10.52070032,1
13.625,10.5157421,1
13.625,10.54730739,1
13.687,10.55745861,1
13.687,10.55224612,1
13.687,10.56635278,1
13.687,10.56161798,1
13.75,10.56239341,1
13.75,10.55614222,1
13.812,10.56583892,1
13.812,10.5608331,1
13.812,10.55919611,1
13.875,10.57333651,1
13.875,10.5725297,1
13.875,10.57300809,1
13.875,10.57406302,1
13.937,10.57249128,1
13.937,10.57640516,1
14,10.57134456,1
14,10.57631659,1
14,10.5813192,1
14.062,10.57960456,1
14.062,10.59468869,1
14.062,10.56879291,1
14.125,10.58409022,1
14.125,10.57296307,1
14.125,10.57907383,1
14.187,10.57926684,1
14.187,10.57213075,1
14.187,10.57016614,1
14.187,10.57306388,1
14.25,10.5916235,1
14.25,10.57703101,1
14.312,10.57712716,1
14.312,10.56404038,1
14.312,10.57773251,1
14.375,10.54456382,1
14.375,10.54083114,1
14.375,10.5545164,1
14.375,10.55667245,1
14.437,10.55727226,1
14.437,10.56920266,1
14.437,10.59023525,1
14.437,10.56459661,1
14.5,10.56566437,1
14.5,10.59152888,1
14.5,10.5957501,1
14.562,10.58253887,1
14.562,10.58054575,1
14.562,10.59013538,1
14.562,10.58191952,1
14.625,10.59163234,1
14.562,10.60649667,1
14.625,10.57021202,1
14.625,10.5682449,1
14.625,10.59389913,1
14.625,10.60361762,1
14.625,10.59974995,1
14.625,10.6089455,1
14.625,10.59842946,1
14.625,10.60340759,1
14.625,10.61059377,1
14.625,10.58552163,1
14.625,10.6003832,1
14.625,10.61578703,1
14.625,10.59590815,0
14.625,10.60324588,0
14.625,10.59485231,0
14.625,10.60733804,0
14.625,10.58669852,0
14.625,10.60212868,0
14.625,10.59715846,0
14.625,10.60270239,0
14.625,10.59132173,0
14.625,10.59872643,0
14.625,10.576166,0
14.625,10.58846418,0
14.625,10.59450518,0
14.625,10.57721262,0
14.625,10.58242304,0
14.625,10.57953882,0
14.625,10.58281665,0
14.625,10.5835389,0
14.625,10.58497922,0
14.625,10.57815233,0
14.625,10.57274721,0
14.625,10.5861556,0
14.625,10.58562979,0
14.625,10.58831276,0
14.625,10.59527504,0
14.625,10.58966169,0
14.625,10.58523465,0
14.625,10.60630159,0
14.625,10.60509722,0
14.625,10.60557165,0
14.625,10.6056846,0
14.625,10.60857514,0
14.625,10.60518232,0
14.625,10.61399494,0
14.625,10.58975869,0
14.625,10.57958226,0
14.625,10.58200566,0
14.625,10.59317615,0
14.625,10.59424531,0
14.625,10.58199117,0
14.625,10.59288463,0
14.625,10.58506475,0
14.562,10.58589153,0
14.625,10.59200218,0
14.625,10.59303119,0
14.625,10.59269063,0
14.562,10.60194902,0
14.625,10.59680906,0
14.625,10.58122996,0
14.562,10.60866183,0
14.625,10.59252175,0
14.625,10.59254833,0
14.562,10.6033247,0
14.625,10.60678002,0
14.562,10.59724238,0
14.562,10.58941906,0
14.562,10.59776354,0
14.562,10.59698995,0
14.562,10.59748228,0
14.625,10.57994566,0
14.562,10.58371378,0
14.562,10.58401354,0
14.562,10.59178312,0
14.562,10.5874204,0
14.562,10.5963033,0
14.562,10.5861069,0
14.562,10.58927567,0
14.562,10.58098753,0
14.562,10.58635453,0
14.562,10.60209953,0
14.562,10.58237351,0
14.562,10.59940603,0
14.562,10.59534773,0
14.562,10.59724483,0
14.562,10.607097,0
14.562,10.60488455,0
14.562,10.60459081,0
14.562,10.60062553,0
14.562,10.59762489,0
14.562,10.59713759,0
14.562,10.60499145,0
14.562,10.60656128,0
14.562,10.61848342,0
14.562,10.61186253,0
14.562,10.6138292,0
14.562,10.61355195,0
14.562,10.59977844,0
14.562,10.60799172,0
14.562,10.60234407,0
14.562,10.60702212,0
14.562,10.60831527,0
14.562,10.60578598,0
14.562,10.59216525,0
14.562,10.59777639,0
14.562,10.59916524,0
14.562,10.59410144,0
14.562,10.58934166,0
14.562,10.59608932,0
14.562,10.58613846,0
14.5,10.59157971,0
14.5,10.59782318,0
14.5,10.61390474,0
14.562,10.59575077,0
14.5,10.58393459,0
14.5,10.59410242,0
14.562,10.59929549,0
14.5,10.59185234,0
14.562,10.60304641,0
14.5,10.60230685,0
14.5,10.5884273,0
14.562,10.59070823,0
14.5,10.62916024,0
14.562,10.6053004,0
14.5,10.59839192,0
14.5,10.59089012,0
14.5,10.59418593,0
14.5,10.59797042,0
14.5,10.60151781,0
14.5,10.61149304,0
14.5,10.61914652,0
14.5,10.64185744,0
14.5,10.61612866,0
14.5,10.6179654,0
14.5,10.61998782,0
14.5,10.59699262,0
14.5,10.59684239,0
14.5,10.5935614,0
14.5,10.58858354,0
14.5,10.60575018,0
14.5,10.61394806,0
14.5,10.61039115,0
14.5,10.62940222,0
14.5,10.61225733,0
14.5,10.59622211,0
14.5,10.61402398,0
14.5,10.61489816,0
14.5,10.60635297,0
14.5,10.61069621,0
14.5,10.62262146,0
14.5,10.63683141,0
14.5,10.64327387,0
14.5,10.63602862,0
14.5,10.63280382,0
14.5,10.65021788,0
14.5,10.64734729,0
14.5,10.63938134,0
14.437,10.63887065,0
14.5,10.6339251,0
14.5,10.65427769,0
14.5,10.64894163,0
14.5,10.62747926,0
14.5,10.66261845,0
14.5,10.65529025,0
14.437,10.65233127,0
14.437,10.64732214,0
14.5,10.64980321,0
14.5,10.65920064,0
14.437,10.64108935,0
14.437,10.65361396,0
14.437,10.64092998,0
14.437,10.64381572,0
14.437,10.65310746,0
14.437,10.63531773,0
14.437,10.60062699,0
14.437,10.60583336,0
14.437,10.61555729,0
14.437,10.59848568,0
14.437,10.61589344,0
14.437,10.64303071,0
14.437,10.63735435,0
14.437,10.65248396,0
14.437,10.63644597,0
14.437,10.63940438,0
14.437,10.64185775,0
14.437,10.64604785,0
14.437,10.63574804,0
14.437,10.63729073,0
14.437,10.63757651,0
14.437,10.64887354,0
14.437,10.63737952,0
14.437,10.62874655,0
14.437,10.62705994,0
14.437,10.64385684,0
14.437,10.63025583,0
14.437,10.63143498,0
14.437,10.63547371,0
14.437,10.63129474,0
14.437,10.64161789,0
14.437,10.62625732,0
14.437,10.63254424,0
14.437,10.64438247,0
14.437,10.65973126,0
14.437,10.63358094,0
14.375,10.62210846,0
14.437,10.62397494,0
14.375,10.61975167,0
14.437,10.62365617,0
14.375,10.62143187,0
14.375,10.63091176,0
14.437,10.63205635,0
14.375,10.64971732,0
14.375,10.63941237,0
14.375,10.63670164,0
14.375,10.64378623,0
14.375,10.6439228,0
14.375,10.64839468,0
14.375,10.65047713,0
14.375,10.63393665,0
14.375,10.64267866,0
14.375,10.64777302,0
14.375,10.64068721,0
14.375,10.64405196,0
14.375,10.65008489,0
14.375,10.65453,0
14.375,10.6420271,0
14.375,10.64421543,0
14.375,10.64766536,0
14.375,10.62853268,0
14.375,10.64512103,0
14.375,10.64323783,0
14.375,10.64293191,0
14.375,10.65167606,0
14.375,10.63497944,0
14.375,10.59754944,0
14.312,10.60555184,0
14.375,10.60227289,0
